Sex,role,dataset,acton,About
Female,b,BCG,Pass,"With those that are person A, it seems like the interaction is determining how much trust they put in other people based on if they pass of not.  Another aspect is if there is a certain amount of points that would change their mind between holding and passing.  It seems like a bit more of a tough decision for person B because they have the choice to take away points from the other player.   "
Female,a,BCG,Pass,I believe its the common idea of sharing is caring. Greed usually comes back in a form of karma. 
Male,b,BCG,Pass,"I can't think of any specific example, but I assume it could be like paying someone to manage investments for you. If you pay someone and they were to just keep the money then you lose it all and they gain it all. If they actually invest it and it is successful then you make more money and they likely get a cut of it which also makes them more money then they started with."
Male,b,BCG,Pass,"It's like the prisonersdilemma, where one person can essentially rob the other that they put their trust in, or they can be fair and share the prize equally. Ultimately it tries to capture people's true motivations greed. I don't feel like this applies to my daily life because I wouldn't make that kind of decision asynchronously, at least not by choice."
Male,a,BCG,Pass,"This interaction could mirror interaction in day to day life where the task is passed off from one person to another. I could choose to complete the task on my own for a lesser result, or I could have someone else help me with part of it and trust them to put in the work for the best result possible. "
Female,a,BCG,Pass,"I think that regardless I will be given some money for this and hopefully the other counterpart will be doing the same. It reminds me of when i work.  i can hold certain things and given some credit or i can share with the enstire team, we can do the work and we can all get an evenly distributed amount of praise. "
Male,b,BCG,Pass,This decision problem and interaction potentially reminds me of many other interactions that I often encounter in life. It requires myself and another person to both pass on something to achieve a better result rather than do something that if we both do it we both get the same as what we already have. Essentially we can either continue as we are or we can make a decision to get something better.
Female,b,BCG,Pass,Maybe trying to capture one's trust in others to do things that can possibly benefit others?
Female,a,BCG,Pass,I'm not certain what this interaction is trying to capture. Perhaps it's related to taxes and/or social programs. It could be related to income redistribution.
Female,b,BCG,Pass,"This seems like something similar to gametheory. I think it is trying to capture two individuals being selfish and ending with nothing, or willing to share and both benefit. It is a test to human nature and trust."
Male,b,BCG,Pass,This interaction gives me the feeling of putting the ball in someone elses court to make the best decision for the team. Sometimes you have to trust someone else to make the decision. I think most people usually chose the outcome to benefit both parties involved.
Male,b,BCG,Hold,"This reminds me of investments and how people together make stocks/crypto go up. or down, Other peoples decisions affect you whether you like it or not. this was very reminiscent of that."
Female,b,BCG,Hold,This interaction reminds me of the risk/reward ratio in trading. I'm having trouble relating this to my daily life - perhaps giving and taking within a relationship.
Female,b,BCG,Hold,"How when you give youll always receive something in return. Little bit like karma or morality. Also you wont be sad forever, happiness is always around the corner."
Male,b,BCG,Pass,I have a job and have had many others. If a person can take an action that benefits themself only and ruins things for everyone else then they most always will. I won't be surprised if exactly that happens today.
Male,a,BCG,Pass,"It's a version of the prisoners dilemma, the optimal outcome is one which effectively comes only when both participants choose to make themselves vulnerable to selfish behaviour on the part of the other, and where when evaluated only from selfish motives and individual perspective, choosing the selfish option seems potentially preferable.  Any situation involving trust is is mirrored by this scenario."
Female,a,BCG,Hold,This interaction remind me of investments we make in everyday such as investing time with the right people hoping that they will pay off later.
Male,b,BCG,Hold,"I think in a way it reminds me of teamwork in the professional setting. When you are working in a job such as an office job, you have to take into account how you and your coworkers can help each other. This is similar in the sense that one's decision is dependent on the other."
Male,b,BCG,Pass,Think it seeing if people think more about themselves or as a group. It is also some trust that the other person isn't going to keep thr higher amount. Is the risk of losing worth the chance of gaining.
Female,b,BCG,Pass,"This interaction reminds me of capitalism and wealth hoarding. In a world where there are actually resources enough for everyone, some people deliberately choose to hoard what could be shared. It's the difference between one player ending up with substantially more than the other, when another choice allows both players to get equally ahead. I'm thinking of billionaires who could do so much good by redistributing their wealth, while still retaining more money than one could ever need, and they choose not to."
Male,b,BCG,Pass,To be selfless and build wealth. Its better to build together then alone. You will never know the potential if you hault and be selfish.
Male,a,BCG,Hold,"I think this interaction is trying to capture how people would react in such a scenario by seeing if they will try to help just themselves or both people. The decision and the demographics of the player can give some data that can possibly give some common patterns. The closest thing similar from my daily life to this interaction would be me and a coworker working on a project at work, and while we can work together evenly, someone can decide to put in more work than the other to get more credit."
Female,a,BCG,Hold,"Everybody would make more money if they worked together and passed.  However, I have noticed in these games on prolific it's everyman for himself.  We see a lot of that in society.  So, you have to take care of yourself."
Female,a,BCG,Pass,I think it is trying to capture whether someone will trust an unknown entity with their money. This consists of passing under the impression that someone else will also pass at a small expense to them. By person B passing it will show that they are capable of sacrificing a little for someone else to gain more making the two equal
Male,a,BCG,Hold,It just reminds me of that inner battle of wanting to do what's right for others but also optimizing what we do for ourselves.
Male,a,BCG,Pass,In my humble opinion this interaction is about wealth distribution. Most likely about the effect of sharing with others and how this can grow your wealth. Choosing not to be greedy can pay off sometimes.
Male,b,BCG,Hold,"This reminds me of trust exercises. If someone chooses a greedy option, the total output is lowered. The point is for people to work together to achieve the maximum output."
Female,a,BCG,Pass,I found myself wondering if the risk of potentially receiving a lower payoff by passing was worth it. It requires you to trust another persons judgement and proclivity for being self serving. It reminds me of collective studying in college (both parties could potentially receive a better grade if resources are shared equally).  
Male,b,BCG,Pass,"This interaction is like investment. If you decide to continually invest your money, it grows but it ends when the money or investments stops. "
Female,b,BCG,Pass,This interaction reminds me of a  bargaining interaction.  Where both players are probably trying to come out with the most tokens.  It also reminds me of a lottery type game.
Male,a,BCG,Pass,"I think it could be a demonstration of trust in strangers and coming up with something more than what we had before by trusting them. I could compare this to working on an important task at work with someone you've not worked with before and don't know that well. By giving them part of the work and trusting they will do it, then you task will be better than if you had done it yourself if they also trust and care about you."
Female,a,BCG,Pass,"It reminds me of the UK show on the goldenballs and split or steal scenario. It is trying to gauge intent for mutual gain versus maximum individual gain i.e. ""we both get some vs more for me"". "
Female,a,BCG,Pass,"It reminds me of how we need to trust people to make decisions that benefits the majority of the group, rather than just themselves. Even though the option of benefiting yourself over others is tempting, it comes with the consequences of you being seen as selfish, untrustworthy and in the future you might miss some opportunities over it. "
Female,a,BCG,Pass,"I think this interaction is about choices and the benefit/payout ratio for oneself and others. We make choices weighing our ethics in terms of what will be most beneficial to ourselves and to others. Some try to balance the two, while others try to capitalize primarily for the self at the expense of others. Still, there are those and situations where the benefit to the other is the driving factor. Additionally, I feel that this highlights how considering others can actually increase north benefit to the self and to the other, thereby maximizing the aggregate benefit."
Male,a,BCG,Pass,"I really don't know. Maybe buying and selling on the web where if I choose to loan merchandise to a distributor, they return some of the profit to me. Possibly selling something on consignment would be another option. "
Male,a,BCG,Pass,"As we navigate through our daily lives, we are often faced with such decisions as this interaction. we are constantly trying to make desicions that either maximise our own earnings  or be considerate of our fellow collegue and make desicions that benefits the group or both of us. Such decisions sometimes creates a delimma."
Female,b,BCG,Hold,I was try to wake up happy with more energy and to go at work without moody face. I was waiting to come the summer the hot air and the sun and every time which work off and go home I like to capture the dawn
Female,a,BCG,Pass,"This interaction represents daily decision making to do things that are out of routine. You could choose the safe option (holding) and know that the outcome will be positive. However, you also have the option to take risk and try something that could end badly, but also have a positive gain. You can't control the outcome after passing because the output depends on the next player. It symbolizes that you can make your own decision, but what happens after is out of your hands."
Female,a,BCG,Pass,The only thing I can think of is the fact that we often have to count on others and are often screwed over. This also makes me think who is actually fare and who is not when working with other. I often get taken advantage of when trying to be fare.
Male,a,BCG,Pass,"The dichotomy of greed vs generosity. From the perspective of B, it is whether to immediately take the most you can without regard for anyone else. And from the perspective of A it is whether to trust that the person in role B will value you have 15 tokens more than they value themselves having an extra 5."
Female,b,BCG,Pass,I think it may be about fairness. I believe it is about being willing to compromise so that everyone benefits instead of just one person. One person could be selfish and benefit greatly or be more selfless so that others get to benefit as well. 
Male,a,BCG,Pass,"Seems to be associated with a game of trust where both ends have something to gain from should everything go accordingly to plan but one of the subjects involved has more power on this exchange and has the possibility to keep everything. This scenario doesn't remind me of a particular interaction on my daily life, but what i imagined was some sort of repair service where the one capable of repair has the possibility to keep the item. However fixing it will result in that person being payed and the original owner to have the item fixed."
Female,a,BCG,Hold,"This interaction reminds me a lot about how we think about community and those around us. If we all chip in and contribute to the greater good we can reach a result that satisfies everyone, without being greedy. This reminded of of some public discourse I have been hearing about taxes, for the upcoming election. I am a firm believer of a public system and I think we all should contribute to the greater good. "
Male,b,BCG,Pass,"This was an interesting decision, it's similar to rock-paper-scissors. I would rather share the funds than risk everyone getting $0. This is a reflection of my daily life because I am not a selfish or greedy person."
Male,b,BCG,Pass,"It is trying to capture if some people will be greedy enough to keep the tokens even if it is small. Some would pass to the other person, so they can get a split share, but there are some people that would just keep the tokens to themselves, and not share any. That's what I think it is trying to capture."
Male,a,BCG,Pass,"I believe this interaction is trying to capture the benefit of investment and liquidity within the free markets. When more people invest their money in the markets, more individuals are able to benefit. It is about the balance of risk vs reward and total benefit gained from risk. If both actors in the interaction choose to invest/loan their money, more is created that can subsequently grow, perpetuating a growing economy. When we hold our money it cause the economy to stagnate and only some people benefit. "
Male,a,BCG,Pass,This reminds me of a profit sharing scenario. A scenario where a team of people can either invest together or pull out and take each others' money. It shows how people look to interact and share with one another given additional monetary opportunities.
Male,b,BCG,Hold,"Oh, this decision thingy feels like trying to negotiate a deal at work. You gotta decide whether to stick to your guns or give a little to get what you want. It's like a game of strategy, and you gotta think ahead to anticipate the other person's moves."
Male,a,BCG,Hold,"This interaction kinda reminds me of playing poker with my friends. You gotta decide whether to play it safe or take a risk, and you never know what the other person's gonna do. It's all about reading the situation and making the best move you can."
Female,b,BCG,Pass,Im thinking for some reason when it comes to making sacrifices. Making sacrifices for something of value can have added benefits like family. Spending time with family can be a worthwhile sacrifice instead of working all the time.
Female,b,BCG,Hold,"hold or pass reminds me of an interaction from my daily life. when me and my buddys were playing bingo back in high school. we didnt do it often, and one of my friends was going to bet on a number. one of my friends decided not to bet on the same number and save his money. a few days later, the friend who bet his money won $50 from the number he bet on. it reminded me because he didnt hold his money."
Male,a,BCG,Pass,I feel this interaction reminds me of the way opportunities are spread amongst people. These captures that there are many opportunities to build together. It is all about how you approach the opportunity.
Female,b,BCG,Hold,This reminds of team work task. It also reminds of see how more personâ decisions can influence the decision of someone else. I think this will help capture a look at the mindset of someone working with others. 
Male,a,BCG,Hold,My initial thought was a stock related scenario. Investing your money into stocks to watching it grow. Another is gambling in what you think your counterpart will do and trusting in them to do the right thing. 
Male,a,BCG,Hold,"I think its trying to measure selfishness. There is an opportunity for two people to do well or one person to do a little bit better, and the other a lot worse so theres clearly an option where someone makes a small sacrifice to help someone."
Female,b,BCG,Pass,"I try to think of something, but nothing is coming to mind as I do not have these types of interactions with people. I think it is trying to get people to trust each other for greater rewards."
Female,b,BCG,Pass,"This isn't currently reminding me of anything in daily life. I may be mistaken, but this reminds me of the prisonersdilemma. Otherwise, I guess it's being rewarded for being willing to share. "
Female,b,BCG,Hold,I think that this interaction is getting intel on how people react with strangers in regards to monetary and opportunities. I think this is trying to emulate what it would be like if someone found a wallet on the ground or something like that. 
Female,a,BCG,Hold,I think this is trying to capture how people will make choices if only it favors them and not the other party. Which means majority of our life choices is based on what favors us without consideration of the next person around us.
Female,a,BCG,Hold,"This interaction is likely meant to emulate how people decide what is worth risk or not, and to what extent. It is kind of similar to the Prisoner's Dilemma, especially as there is no communication between the two sides. I guess beyond just ""lottery"" psychology, it's analyzing economics, and how people weigh risks and rewards."
Female,a,BCG,Hold,"It makes me think of meeting new people and blindly trusting them. You never know what someone's true intentions are in relation to you. It also makEs me think of having a limited amount of money and having to take a risk that could possibly add to the amount, or take away from what you have."
Female,a,BCG,Hold,This interaction reminds me of when you are at the store. Sometimes when you check out they will ask if you want to round up for a charity. I think that the token problem reminds me of deciding to round up for the charity or not.
Male,a,BCG,Hold,I honestly have no idea. I just went with my gut response. I guess it seem like something related to gametheory or the stock market?
Female,b,BCG,Pass,"Im a stay at home mom. Sharing is not always necessary but makes life a lot nicer and easier. I try to get that message in my kids heads daily. I tell them one of these days you might need some help, itâs nice to make friends before that day."
Male,a,BCG,Hold,Probably see my reasoning on making this decision on whether holding as A versus passing as A is worth it at the end.  I thought Holding is the correct play because if B decides to pass then I'm most likely to end up with 15 for both so both win win versus Pass in beginning and either getting 20 or 0. You can risk it.
Female,a,BCG,Hold,It reminds me of my relationship in my daily life. I am constantly trying to figure out what my partner is going to say and or do to see what my own move will be. 
Female,a,BCG,Hold,it is replicating a gambling game. it is to determine how wealth is moved around and decided upon. player a has the ultimate control over how the money moves in the game. like how money moves in real life
Male,a,BCG,Pass,This doesn't really remind me of anything in my daily life. I'm not entirely sure what this is trying to capture. Perhaps it's about whether or not people tend to be more greedy or more charitable.
Female,b,BCG,Pass,"This situation reminds me of how people investing money or privilege. People who get things ""passed"" on to them like an inheritance (on an individual level) or a good economy (on a societal level) should do what's necessary to make sure it passes to the next generation, even if they take a bit less themselves."
Male,b,BCG,Hold,The idea is to mimic the idea of trust and holding out for long term goals for an investment. These are skills necessary to build a long term strategy for investing your money.
Female,b,BCG,Hold,it reminds me of work. you have to decide to either better yourself or the company 
Male,a,BCG,Hold,"It reminds me of situations where you have to decide if you'd rather share the wealth or keep more for yourself. When you pass something along, you're working with someone so that you both benefit from it."
Female,a,BCG,Hold,"I think it is trying to capture how the impact of decisions. Even when you make decisions for yourself it still has an impact on other people. Similarly, other people's decisions can affect your outcomes too, even though you had nothing to do with it."
Female,b,BCG,Pass,"This interaction reminds me of how much more money society would have if billionaries were taxed more. If they gave up some of their money, others would benefit and so would they. And it's a nice back and forth."
Female,a,BCG,Pass,Its like making a donation to an organization which benefits the community in a way that magnifies the donation value by improving societyâand enabling more community members to benefit all around. By contribution go to a community good the value is shared and some of the value is felt by the giver either tangibly or intangibly in some way. The donor feels better about helping others and those others in turn may go on to do good deeds or donate in some way to help the previous donors. Itâs also like paying it forward or how weâre taxed to cover services for those in need to become improved community members who in turn contribute.
Female,a,BCG,Pass,I think it is trying to capture peoples responses to risk. It reminds me of deciding if I give more effort will it payoff in the long run for me.
Male,b,BCG,Hold,"I suppose that this is a sharing situation in which we are trying to decide if player B is selfish or not, based on player A initial move. "
Male,a,BCG,Hold,"It reminds me of team work and decisions making, in our daily activities we shouldn't neglect how our actions have consequences and it could eith go on to favor us or go against us "
Male,b,BCG,Hold,It is trying to decide whether people will act  in best interest for themselves or morally for the group at large
Male,b,BCG,Hold,This interaction would remind me of strategic ways to invest or hold on an investment platforms. It can go way down on how investments plans are made.
Female,b,BCG,Hold,"It reminds me of all of daily life - of the way the world seems to operate - as if it were a zero sum game and there isn't enough for everyone. We've been led to believe in a scarcity mindset, that there isn't enough for everyone. So, instead of sharing (like in this game and taking 15 each), we take as much as we can."
Male,b,BCG,Hold,"This is a way to see our perceived generosity. I reminds me of how we  treat those around us, some people choose to be selfish, while others are more generous. We typically are more inclined to be helpful to those who are nice to us and trust us than those who trust themselves only."
Female,b,BCG,Pass,"Balancing ego with fairness seems to be the goal. Reminds me of learning to exist in a society. And, the scenario replicates the conflict of selfishness."
Female,a,BCG,Hold,This interaction reminds me of stocks that occur daily. I think it is trying to capture the risks and payoffs of what stocks are and how they work.
Male,a,BCG,Hold,"It reminds me about trust and cooperation. Many scenarios come down to depending on another person to have your best interests at heart. If two people work together than they can both benefit but if they choose to be selfish, no one really wins. "
Female,a,BCG,Hold,"I think this interaction is trying to capture the amount of trust I have in strangers. Do I trust them to be benevolent and kind towards me if I am kind towards them? Do I believe they will make the choice that will profit me as well, or keep the profit to themselves?"
Female,a,BCG,Hold,"I think that this interaction is trying to capture that ever decision has its own consequences attached to it. You can choose to depend on people or just choose to be alone and risk it all. It reminds me of working in partners and having to depend on others, even if you do not know them. I also think that it teaches you about gambling and stocks, in which I go to financial and business oriented college and hear about stocks a lot."
Female,b,BCG,Pass,"This interaction resembles scenarios in decision-making where one must weigh the trade-offs between immediate gains and potential risks. It reflects situations where individuals must choose between holding onto a certain outcome or taking a chance for a potentially better outcome, akin to investment choices or negotiations in personal or professional settings."
Female,a,BCG,Pass,I dont really know. I just choose the option that benefits us both. I want us both to recieve a payout so it can be fair for us both.
Male,a,BCG,Hold,Sort of like the suitcases game from deal or no deal. Or the MontyHall problem.
Female,a,BCG,Hold,"This interaction makes me think that I'm being tested on whether to hold on to the tokens I have, or feel some risk by passing them.  The hope is that my counterpart also passes the token so the game will not end and we may end up with more tokens overall.  It feels like a game of risk."
Female,b,BCG,Pass,Thinking about the consequences others will face due to your actions is important for both players in this game. The payoff will be greater if both players pass rather than hold. Holding is also very selfish and isn't the right thing to do morally.
Female,b,BCG,Pass,I guess in real life it close to where individuals or colleges need to make decisions with unknown outcomes and when they need to considering the actions of others and the potential results.
Female,a,BCG,Hold,It reminds me of a card game. I think it is trying to capture how well people are at collaborating with each other. It's a study on how selfish people are inside.
Female,a,BCG,Hold,This interaction reminds me of the game on the price is right. Where you can take what you are initially given or you can hold out to see what is behind different doors. You risk possibly getting a greater prize or something less based on the decision you make. 
Male,a,BCG,Pass,It sounds like bargaining on a service.  Everyone will be more benefitted if they just work together.  However a lot of people will take the lesser paying easy money if they look like they won
Male,b,BCG,Hold,This feels like a gambling situation in which you must rely on a counterpart to help your gains.
Female,a,BCG,Hold,"This seems the safest action. If I choose Pass I'm now at the mercy of B. If B decides to maximize B's outcome, I'm screwed, and the difference is significant for B. I'd need B to pass for us both to make more money. I'm not willing to do that. I don't want to screw B, but I don't want to screw myself either."
Female,b,BCG,Hold,Giving something to someone who really needs it. How things are in real life. Give and take is very important and not greed.
Female,b,BCG,Pass,This does not really remind me of much in my daily life. I think overall its trying to calculate if people are trusting. If A passes. Will B be selfish and keep the reward or will they appreciate that A passed and thus pass again?
Female,a,BCG,Pass,"The idea of working with a team, cooperating. Working together with other people. It reminds me of how I used to work with others at work."
Male,a,BCG,Hold,"I'm not entirely sure what it is trying to capture, but it seems like the dangers of investments. For example, if you do not invest, or hold, then yes your tokens will not grow, however you will still have the tokens you had initially. "
Male,a,BCG,Hold,This interaction reminds me of when my mom used to give me the choice of having a dollar daily or 20 dollars just once a month. I used to take the 20 dollars everytime not realizing her lesson. This concept is about delayed gratification.  
Female,a,BCG,Hold,"This scenario reminds me of stock trading where some one can hold and continue to drive the price and maybe get some of the reward at the higher price. However, that is dependent on the other share holders also holding the stock and not dipping the stock price."
Male,b,BCG,Hold,"Where you trust someone by giving them money, but sometimes they turn their backs and dont return payment. Ive helped people out in the past, and even though I dont always expect to be appreciated, its nice to have a heartfelt thanks, or something in return. In most scenarios like this, I think people will hold."
Male,b,BCG,Pass,"It is a give and take in a conversation. One person invests in a person and the other peson chooses to respond and also contribute to the conversation. When both invest, the conversation is equal and both people get something out of it."
Female,b,BCG,Pass,"This reminds me of scenario planning, and determining which alternative would be the least risk and highest return.  I am looking into side hustles to pay off debt, and I am wanting to make sure my time is used efficiently.  I also want to be sure that I am making the most money for my efforts."
Female,b,BCG,Hold,When people pay it forward at a coffee shop or other food establishment. Trying to see how often other pay it forward. 
Female,a,BCG,Pass,"This reminds me of decisions that I have to make in life, even when I don't know what other people will do about that decision. I could choose to share and not get anything in return, or I could take a 'risk' to share and possibly get something back."
Female,a,BCG,Pass,I have no idea this is very hard for me to understand. I guess it is trying to simulate helping someone so you both benefit.
Female,b,BCG,Pass,I think it is trying to capture what people will do in a situation where they could benefit a bit more by taking from another person or by taking a chance that the other person would also sacrifice a bit for both of them to benefit equally. I think it's trying to gauge selfishness. This interaction doesn't really remind me of anything from my daily life.
Female,b,BCG,Pass,I am actually not sure it is confusing to me. I understand the hold and pass rules involves fairness.
Male,a,BCG,Pass,"I believe it is trying to test how willing people are to work together to achieve something mutually beneficial. Only by working together is the best outcome for both participants possible. Role A will have to trust that Role B will act towards this best outcome, rather than selfishly act in their own interests only."
Male,a,BCG,Hold,It reminds me of going to a casino and gambling trying to make it big on the Poker or Blackjack table.
Male,b,BCG,Hold,"I think it is trying to judge if people are willing to share or turn greedy. I'm not sure how I could compare it to something in my daily life though. It is kind of a one sided thing though, 10 each if A holds but an 8 to 22 split if B holds after the A person goes. "
Male,b,BCG,Pass,"I am not really sure what this interaction is trying to capture from my daily life.  I suppose that it is showing how if two people work together, it may be better for the greater good?  It seems that if you were selfish, you would get more, but there would be a bigger net gain if both sides contributed."
Male,b,BCG,Pass,"A Documentary that focused on gametheory came to mind when thinking about the decision I made. In all I decided that 5 cents would not be a big loss and so I tried to maximize my potential gains and would make whichever decision allowed me to do so regardless of the possible consequences. That is what led me to pass as player B, but I would have invested the 5 tokens if I were player A."
Female,b,BCG,Hold,"The game reminds me of game theory, testing the way that people interact with each other. Will the person choose fairness over selfishness? I think it's easier to choose selfishness when it's just an anonymous person on the other end"
Male,a,BCG,Pass,This interaction reminds me of gambling. One party gambles that the other party understands the possible payments. 
Male,b,BCG,Pass,I think its trying to guage the trust between two strangers. Kinda like loaning money in real life. Possibly borrowing something with the impression you may come bettwr or worse off.
Female,b,BCG,Hold,Intentionally sharing with another person so that both of us see a benefit.  I'm not sure what the intent of study is...please see below.
Male,b,BCG,Hold,"This decision problem reminds me of situations in daily life where trust and cooperation are essential, like in financial agreements or partnerships. It captures the dilemma of whether to take a risk and invest in a potential opportunity or to play it safe and protect one's assets. Additionally, it reflects the complexity of human relationships and the need to balance self-interest with mutual benefit for successful outcomes."
Male,b,BCG,Hold,I think it is trying to see if people are willing to cooperate with other to increase their gains. If people are selfish they will ultimately lose out in life.
Male,b,BCG,Pass,I can't think of anything this reminds me of in real life. This somewhat reminds me of providing and taking out loans with friends. I'm not sure what this was trying to capture.
Female,a,BCG,Pass,How people make decisions. How knowing your decision impacts someone. How generous you are. 
Female,a,BCG,Pass,To see if you hold or pass to get more tokens.  In daily life we have to make decisions to get more or help more and I like to help more.  We have to make decisions and choices all day long and evaluate whether it is worth it or not.
Male,a,BCG,Pass,"I don't think it rminds me of anythign else, but I assume it's trying to mimic the value of delayed gratification. The benefits of being honest and moral dilemma"
Male,b,BCG,Pass,"I think it is trying to capture an interaction where you can be generous, and the exchange is a gamble on whether or not you will end up with more. This is like taking time to help out a neighbor, in hopes that they will help you in a time of need."
Male,b,BCG,Pass,"This interaction reminds me of the show SharkTank. When one of the investors chooses to invest in a company, they are taking a risk by putting their own money into it. If the company ends up doing really well, then both parties profit."
Female,b,BCG,Pass,"It reminds me of investment, you put in money and some times it takes. Other times it pays off. You never know what the risk is."
Male,b,BCG,Hold,The double it and pass it on scenario? Although it's a bit different it is somewhat of the same. It can potentially punish you for being nice while rewarding you for being greedy.
Male,b,BCG,Hold,It reminds of the effects of mutual cooperation within daily life. The idea that if two people cooperate with each other than both people can benefit equally. But that cooperation involves a measure of trust that the other person will live up to their end of the bargain and that if they don't then there is the possibility of one person losing a lot while the other person is the only one to gain.
Female,a,BCG,Hold,I think this interaction reminds me of a work related scenario where you have to try and work with someone else to determine what they will do.  I think this shows that if you work together you will reap bigger rewards.  It it trying to capture teamwork.
Female,b,BCG,Hold,"making fair choices such as to cook dinner or to order out one way cooking is cheaper and ordering is more costly so I think it depends on the importance of the situation. Some decisions are easy to make and others may have to sacrifce. I feel like its also about being fair and choosing the right thing to do. so the interaction I just did I decided that I wanted to just hold because I didnt think it was fair that the other person decides what they will do, Its about trust as well , "
Male,a,BCG,Pass,I think it is trying to capture whether or not individuals will contribute for the greater to benefit both parties or whether or not someone will be selfish to gain more. I think it is trying to analyze whether or not people are more likely to be selfish in certain situations.  It sort of reminds me if someone continues the train of paying it forward such as paying for someone's food. 
Female,b,BCG,Hold,Banking on the fact that the person is going to do what is necessary to maximize the efficiency and assure the highest results possible for both parties. This creates a conundrum because the parties involved are total strangers and do not hold any sort of obligation or contract in order to proceed to operate. It is also possible that the other participant is a bot and will randomly pick an outcome.
Male,b,BCG,Pass,"I think this decision problem is trying to capture the feeling of putting trust in a complete stranger. Knowing full well that they may just keep everything and you're left with nothing, Honestly I feel that its worth the chance because only having 5 token isn't much anyways. "
Female,b,BCG,Hold,"It doesn't remind me of anything in particular. It is a game so it's like any other game. In a broader sense, it is about making moral decisions and being fair. It is about thinking of yourself and/or other people."
Female,b,BCG,Hold,"I had to step away briefly  now can't remember the scenario , I'm SO sorry! Seemed to be about morality and right or wrong"
Male,a,BCG,Hold,It reminds me of bitcoin where you can hold or pass on the current rate. Or economy. Collecting and selling.
Female,b,BCG,Pass,"This is similar to a prisoner's dilemma scenario. If both of us pass, the total payout is the greatest, but person B could be greedy and hold for 20, so person A may want to hold for a small but guaranteed payout. This is a test of trust and greediness."
Female,b,BCG,Hold,"I'm not sure. But it seems that it would depend on whether you were A or B what you would do, and it seems that the idea is to get the most you can for yourself. Unless you are an altruistic person. So maybe this is just giving examples of those two types of people."
Male,a,BCG,Pass,"By passing, there is the potential to earn more money for both me and the partner. While there is also a chance for a smaller payout, the difference was small enough for me to hope for the best. I see this situation as similar to possibly loaning small amount of money or do a small favor to a friend. There is a potential for a larger payoff, but it best serves as a way to bond with someone else."
Female,a,BCG,Pass,"This reminds me of the prisoners dilemma, where 2 separate people have to make a decision either for themselves or for the greater good. These instances show up when for example, I'm making a decision without my friend knowing that would either put me ahead or make it fair. I think it's trying to test what kind of people are risk-takers or more risk adverse, and also how individuals perceive people around them - if people are more suspicious of others or distrusting, they're probably less likely to pass it and take a chance on someone else's decision. "
Male,b,BCG,Hold,I think it's about trusting what another person would do with their money. It's about investing I believe. How much does one person trust another person with money.
Male,b,BCG,Hold,"Holding your investments expecting growth, or selling and taking profit now."
Male,a,BCG,Hold,There isnt really anything this interaction reminds me of. Its a simple game of trusting a random person. I cant trust this person to pass the tokens back and do not want to end losing more than I should have.
Female,b,BCG,Pass,"I think this sounds like conservation interests. The TragedyoftheCommons exhibits how natural resources can be completely depleted if everyone is selfish about their use of it. This interaction, to me, is a reminder that everyone can benefit if we are a little less selfish. "
Male,b,BCG,Hold,"This interaction is like when you and a friend decide whether to share snacks. Do you keep all the goodies for yourself and be a jerk or share them equally? It's a bit like deciding between being a snack hog or a snack superhero! It shows how important it is to think about both your own happiness and your friend's. Sharing is caring, after all!"
Female,b,BCG,Pass,"I think its a great win win situation. It reminds me of how you get a paycheck, you share some of the pay with others and it ends up coming back in other ways. In other words, a sowing and reaping scenario taking place. I wish all would consider this idea and give a small amount. I see people on social media who NEED help and iknow that if each of us only offered 5 dollars. that one person could (insert need resolution). But sadly, seems like people don't get that whole ""community"" concept. Yet, seems like everyone talks a big talk. "
Male,b,BCG,Hold,"I would say that it represents selfnishness and a morality mentality. If both members value each other winnning then the choice is simple, if one values themself more than the other then their choice is simple also. I believe the anonymous component is where this really comes into play."
Male,a,BCG,Hold,I think this situation  is a situation  of trust. It is like most things you can do your part but you can't  make the decisions  of others. It is very much like life.
Female,a,BCG,Pass,"It reminds me of people pooling their resources together to buy something larger or save for a goal. Usually one person is entrusted with the money, and they need to be trusted to not just take it all for themselves. It also is similar in that when everyone is sharing, everyone benefits more."
Male,b,BCG,Pass,"I don't know what you mean by that, nothing in my life has anything to do with giving someone something and,or getting something back  or trying to make something that gets something I have no ideas about that,,and I don't know what happens in people's lives that is anything close to this game"
Male,a,BCG,Pass,I think that this one is a study to see the psychology behind delayed gratification. I don't have anything similar to this in my life (except maybe putting money investments) that would be similar. It seems like a mix between investing and impulse control.
Male,a,BCG,Hold,"This interaction reminds me of survival of the fittest. You can't always expect others to look out for you, and so sometimes, you have to do what will guarantee a positive outcome for you. If you put your own fate in someone else's hands, you're not always going to get what you expect."
Female,b,BCG,Hold,This play reminds me of greed. In the game if player A passes to player B then  player A gets nothing and player B gets 20. What doesn't make sense is why player A would pass to player B knowing they would get nothing. It could be a trust issue as well.
Male,b,BCG,Pass,"It reminds me of whether people will be selfish even when they are well off thanks to receiving money from someone els, like a gift. Will they be willing to return the gift for a small price or will they simply hold on to their own gift? Of course, gifts donât grow, but in this case, the growing thing would be the intrinsic affection and relationship."
Male,a,BCG,Hold,"Seems like a test on cooperation and sharing resources. I can't really think of a real world situation I encounter this kind of choice, I apologize."
